UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021
314018,Mount Cotton,314
314019,Palmwoods,314
314020,Roma,314
314021,Sandstone Point - Ningi,314
314022,Tamborine Mountain,314
314023,Tannum Sands - Boyne Island,314
315001,Agnes Water,315
315002,Alice River,315
315003,Allingham,315
315004,Aurukun,315
315005,Babinda,315
315006,Bamaga,315
315007,Beachmere,315
315008,Blackwater,315
315009,Boonah,315
315010,Burnett Heads,315
315011,Burrum Heads,315
315012,Calliope,315
315013,Cambooya,315
315014,Cardwell,315
315015,Cedar Grove,315
315016,Cedar Vale,315
315017,Charleville,315
315018,Cherbourg,315
315019,Childers,315
315020,Clermont,315
315021,Clifton,315
315022,Cloncurry,315
315023,Collinsville,315
315024,Cooktown,315
315025,Cooloola Village,315
315026,Cooroy,315
315027,Crows Nest,315
315028,D'Aguilar,315
315029,Dayboro,315
315030,Doomadgee,315
315031,Dysart,315
315032,Emu Park,315
315033,Esk,315
315034,Eumundi,315
315035,Fernvale,315
315036,Gayndah,315
315037,Glass House Mountains,315
315038,Gowrie Junction,315
315039,Gununa,315
315040,Hamilton Island,315
315041,Hay Point,315
315042,Home Hill,315
315043,Howard,315
315044,Ingham,315
315045,Jacobs Well,315
315046,Kilcoy,315
315047,Kingsthorpe,315
315048,Kooralbyn,315
315049,Kuranda,315
315050,Laidley,315
315051,Landsborough,315
315052,Logan Village,315
315053,Longreach,315
315054,Lowood,315
315055,Macleay Island,315
315056,Malanda,315
315057,Maleny,315
315058,Marian,315
315059,Meridan Plains,315
315060,Meringandan West,315
315061,Middlemount,315
315062,Miles,315
315063,Millmerran,315
315064,Mirani,315
315065,Monto,315
315066,Mooloolah,315
315067,Moore Park,315
315068,Mossman,315
315069,Mount Morgan,315
315070,Moura,315
315071,Mulambin,315
315072,Mundubbera,315
315073,Murgon,315
315074,Nanango,315
315075,Nelly Bay,315
315076,Oakey,315
315077,Palm Island,315
315078,Pittsworth,315
315079,Pomona,315
315080,Port Douglas - Craiglie,315
315081,Proserpine,315
315082,Rainbow Beach,315
315083,Rangewood,315
315084,River Heads,315
315085,Rosewood,315
315086,Russell Island,315
315087,Samford Valley - Highvale,315
315088,Sarina,315
315089,St George,315
315090,Stanthorpe,315
315091,Thursday Island,315
315092,Tin Can Bay,315
315093,Toogoolawah,315
315094,Toogoom,315
315095,Tully,315
315096,Walkerston,315
315097,Walloon,315
315098,Weipa,315
315099,Westbrook,315
315100,Willowbank,315
315101,Withcott,315
315102,Wondai,315
315103,Wongaling Beach,315
315104,Woodford,315
315105,Woodgate,315
315106,Wyreema,315
315107,Yandina,315
315108,Yarrabah,315
315109,Yungaburra,315
321001,Aldershot (L),321
321002,Allora (L),321
321003,Apple Tree Creek (L),321
321004,Aratula (L),321
321005,Armstrong Beach (L),321
321006,Badu Island (L),321
321007,Bakers Creek (L),321
321008,Balgal Beach (L),321
321009,Barcaldine (L),321
321010,Belvedere (L),321
321011,Benaraby (L),321
321012,Biggenden (L),321
321013,Black Mountain (L),321
321014,Black River (L),321
321015,Blackall (L),321
321016,Blackbutt (L),321
321017,Blue Mountain Heights (L),321
321018,Bluewater (L),321
321019,Bluewater Park (L),321
321020,Booral (L),321
321021,Bouldercombe (L),321
321022,Boyland (L),321
321023,Brandon (L),321
321024,Brightview (L),321
321025,Burrum Heads - East (L),321
321026,Campwin Beach (L),321
321027,Canungra (L),321
321028,Capella (L),321
321029,Coochiemudlo Island (L),321
321030,Coominya (L),321
321031,Cooran (L),321
321032,Cooroibah (L),321
321033,Cooya Beach (L),321
321034,Cunnamulla (L),321
321035,Curra (L),321
321036,Delaneys Creek (L),321
321037,Dunwich (L),321
321038,Elliott Heads (L),321
321039,Flaxton (L),321
321040,Forest Acres (L),321
321041,Gin Gin (L),321
321042,Glenore Grove (L),321
321043,Glenview (L),321
321044,Glenwood (L),321
321045,Goldsborough (L),321
321046,Gooburrum (L),321
321047,Goombungee (L),321
321048,Goomeri (L),321
321049,Greenmount (L),321
321050,Helidon (L),321
321051,Herberton (L),321
321052,Hope Vale (L),321
321053,Horn Island (L),321
321054,Horseshoe Bay (L),321
321055,Hughenden (L),321
321056,Inglewood (L) (Qld),321
321057,Jandowae (L),321
321058,Kalbar (L),321
321059,Kiels Mountain (L),321
321060,Killarney (L),321
321061,Kinka Beach (L),321
321062,Kowanyama (L),321
321063,Kureelpa (L),321
321064,Kurrimine Beach (L),321
321065,Laidley Heights (L),321
321066,Lamb Island (L),321
321067,Lockhart River (L),321
321068,Lower Beechmont (L),321
321069,Mapleton (L),321
321070,Marburg (L),321
321071,Mareeba - South (L),321
321072,Minden Village (L),321
321073,Mission Beach (L),321
321074,Mitchell (L),321
321075,Mundoolun (L),321
321076,Napranum (L),321
321077,Nebo (L),321
321078,Nome (L),321
321079,Normanton (L),321
321080,Oakhurst (L),321
321081,Peachester (L),321
321082,Pie Creek (L),321
321083,Plainland (L),321
321084,Point Lookout (L),321
321085,Poona (L),321
321086,Pormpuraaw (L),321
321087,Prince Henry Heights (L),321
321088,Ravenshoe (L),321
321089,Rubyvale (L),321
321090,Samford Village (L),321
321091,Sapphire (L),321
321092,Seaforth (L),321
321093,Sharon (L),321
321094,Sloping Hummock (L),321
321095,South Mission Beach (L),321
321096,Springsure (L),321
321097,Sunshine Acres (L),321
321098,Tamborine (L),321
321099,Tara (L),321
321100,Taroom (L),321
321101,Texas (L),321
321102,Thagoona (L),321
321103,The Palms (L),321
321104,Tieri (L),321
321105,Tolga - West (L),321
321106,Tolga (L),321
321107,Toorbul (L),321
321108,Wangan (L),321
321109,Winton (L),321
321110,Witta (L),321
321111,Wonga Beach (L),321
321112,Woorabinda (L),321
321113,Yabulu (L),321
321114,Yarraman (L),321
322001,Alligator Creek (L),322
322002,Alpha (L),322
322003,Alva Beach (L),322
322004,Amity Point (L),322
322005,Aramac (L),322
322006,Arcadia Bay (L),322
322007,Augathella (L),322
322008,Bangalee (L),322
322009,Baralaba (L),322
322010,Bauple Forest (L),322
322011,Beechmont (L),322
322012,Beerburrum - North (L),322
322013,Beerburrum (L),322
322014,Bell (L),322
322015,Bingil Bay (L),322
322016,Bluff (L),322
322017,Boigu Island (L),322
322018,Boonooroo - Tuan (L),322
322019,Boreen Point (L),322
322020,Boulia (L),322
322021,Bramston Beach (L),322
322022,Burketown (L),322
322023,Burrum Heads - South (L),322
322024,Cabbage Tree Point (L),322
322025,Camooweal (L),322
322026,Cecil Plains (L),322
322027,Chillagoe (L),322
322028,Coconuts (L),322
322029,Coen (L),322
322030,Cordalba (L),322
322031,Cungulla (L),322
322032,Daintree (L),322
322033,Dauan Island (L),322
322034,Dimbulah (L),322
322035,Dirranbandi (L),322
322036,Donnybrook (L) (Qld),322
322037,Duaringa (L),322
322038,Eidsvold (L),322
322039,El Arish (L),322
322040,Erakala (L),322
322041,Erub (Darnley) Island (L),322
322042,Eton (L),322
322043,Farleigh (L),322
322044,Finch Hatton (L),322
322045,Flying Fish Point (L),322
322046,Forest Hill (L) (Qld),322
322047,Fraser Island (L),322
322048,Georgetown (L),322
322049,Giru (L),322
322050,Glenden (L),322
322051,Gowrie Mountain (L),322
322052,Grantham (L),322
322053,Grasstree Beach (L),322
322054,Haliday Bay - Ball Bay (L),322
322055,Halifax (L),322
322056,Hammond Island (L),322
322057,Harrisville (L),322
322058,Hideaway Bay - Dingo Beach (L),322
322059,Iama (Yam) Island (L),322
322060,Imbil (L),322
322061,Injinoo (L),322
322062,Injune (L),322
322063,Julia Creek (L),322
322064,Kalamia Estate (L),322
322065,Kandanga (L),322
322066,Karragarra Island (L),322
322067,Karumba (L),322
322068,Kenilworth (L),322
322069,Keppel Sands (L),322
322070,Kilkivan (L),322
322071,Laura (L) (Qld),322
322072,Lockrose (L),322
322073,Lucinda (L),322
322074,Maaroom (L),322
322075,Mabuiag Island (L),322
322076,Mapoon (L),322
322077,Mer (Murray) Island (L),322
322078,Merinda (L),322
322079,Meringandan (L),322
322080,Midge Point (L),322
322081,Millaa Millaa (L),322
322082,Miriam Vale (L),322
322083,Mirriwinni (L),322
322084,Mount Garnet (L),322
322085,Mount Julian (L),322
322086,Mount Larcom (L),322
322087,Mount Nebo (L),322
322088,Mount Perry (L),322
322089,Mourilyan (L),322
322090,Murphys Creek (L),322
322091,Nahrunda (L),322
322092,New Mapoon (L),322
322093,Newell (L),322
322094,Oak Beach (L),322
322095,Oakwood (L),322
322096,Peak Crossing (L),322
322097,Picnic Bay (L),322
322098,Placid Hills (L),322
322099,Proston (L),322
322100,Quilpie (L),322
322101,Richmond (L) (Qld),322
322102,Saibai Island (L),322
322103,Sarina Beach (L),322
322104,Saunders Beach (L),322
322105,Scottville (L),322
322106,Seisia (L),322
322107,Seventeen Seventy (L),322
322108,Silkwood (L),322
322109,South Bingera (L),322
322110,South Johnstone (L),322
322111,Southbrook (L),322
322112,Springbrook (L),322
322113,St Pauls (L),322
322114,Surat (L),322
322115,Tambo (L),322
322116,Tarzali (L),322
322117,Taylors Beach (L),322
322118,Thangool (L),322
322119,Thargomindah (L),322
322120,Theodore (L),322
322121,Tiaro (L),322
322122,Tinaroo (L),322
322123,Toolakea (L),322
322124,Toomulla (L),322
322125,Torbanlea (L),322
322126,Trebonne (L),322
322127,Tully Heads (L),322
322128,Umagico (L),322
322129,Walkamin (L),322
322130,Wallangarra (L),322
322131,Wallumbilla (L),322
322132,Wandoan (L),322
322133,Warraber Island (L),322
322134,Willows Gemfields (L),322
322135,Wujal Wujal (L),322
322136,Wurdong Heights (L),322
322137,Yangan (L),322
322138,Yelarbon (L),322
322139,Yorke Island (L),322
331001,Remainder of State/Territory (Qld),331
379997,Migratory - Offshore - Shipping (Qld),379
399994,No usual address (Qld),399
401001,Adelaide,401
412001,Gawler (SA),412
412002,Mount Barker (SA),412
412003,Mount Gambier,412
412004,Whyalla,412
413001,Crafers - Bridgewater,413
413002,Murray Bridge,413
413003,Port Augusta,413
413004,Port Lincoln,413
413005,Port Pirie,413
413006,Victor Harbor,413
414001,Goolwa,414
414002,Nairne,414
414003,Naracoorte,414
414004,Nuriootpa,414
414005,Strathalbyn,414
415001,Angaston,415
415002,Angle Vale,415
415003,Balaklava,415
415004,Balhannah,415
415005,Barmera,415
415006,Berri,415
415007,Bordertown,415
415008,Ceduna,415
415009,Clare,415
415010,Coober Pedy,415
415011,Crystal Brook,415
415012,Freeling,415
415013,Hahndorf,415
415014,Jamestown,415
415015,Kadina,415
415016,Kapunda,415
415017,Kingscote,415
415018,Kingston SE,415
415019,Lewiston,415
415020,Lobethal,415
415021,Loxton,415
415022,Lyndoch,415
415023,Maitland (SA),415
415024,Mannum,415
415025,McLaren Flat,415
415026,McLaren Vale,415
415027,Meadows,415
415028,Middleton,415
415029,Millicent,415
415030,Moonta,415
415031,Mount Compass,415
415032,Normanville,415
415033,Paringa,415
415034,Penola,415
415035,Peterborough,415
415036,Port Broughton,415
415037,Renmark,415
415038,Robe,415
415039,Roxby Downs,415
415040,Tailem Bend,415
415041,Tanunda,415
415042,Tumby Bay,415
415043,Two Wells,415
415044,Virginia,415
415045,Waikerie,415
415046,Wallaroo,415
415047,Williamstown,415
415048,Willunga,415
415049,Woodside,415
421001,Ardrossan (L),421
421002,Beachport (L),421
421003,Birdwood (L),421
421004,Burra (L),421
421005,Cleve (L),421
421006,Cockatoo Valley (L),421
421007,Coffin Bay (L),421
421008,Cowell (L),421
421009,Cummins (L),421
421010,Echunga (L),421
421011,Eudunda (L),421
421012,Gladstone (L) (SA),421
421013,Greenock (L),421
421014,Gumeracha (L),421
421015,Hamley Bridge (L),421
421016,Houghton (L),421
421017,Kanmantoo (L),421
421018,Keith (L),421
421019,Kimba (L),421
421020,Lameroo (L),421
421021,Laura (L) (SA),421
421022,Macclesfield (L),421
421023,Mallala (L),421
421024,Meningie (L),421
421025,Milang (L),421
421026,Minlaton (L),421
421027,Mount Pleasant (L),421
421028,One Tree Hill (L),421
421029,Orroroo (L),421
421030,Pinnaroo (L),421
421031,Port MacDonnell (L),421
421032,Port Wakefield (L),421
421033,Pukatja (Ernabella) (L),421
421034,Quorn (L),421
421035,Riverton (L),421
421036,Roseworthy (L),421
421037,Streaky Bay (L),421
421038,Uraidla - Summertown (L),421
421039,Wasleys (L),421
421040,Willyaroo (L),421
421041,Wudinna (L),421
421042,Yankalilla (L),421
421043,Yorketown (L),421
422001,Allendale East (L),422
422002,Amata (L),422
422003,American River (L),422
422004,Andamooka (L),422
422005,Arno Bay (L),422
422006,Auburn (L),422
422007,Blanchetown (L),422
422008,Blyth (L),422
422009,Booleroo Centre (L),422
422010,Boston (L),422
422011,Bute (L),422
422012,Callington (L),422
422013,Charleston (L),422
422014,Clarendon (L),422
422015,Clayton Bay (L),422
422016,Cobdogla (L),422
422017,Coobowie (L),422
422018,Coonalpyn (L),422
422019,Edithburgh (L),422
422020,Elliston (L),422
422021,Hawker (L),422
422022,Indulkana (L),422
422023,Kalangadoo (L),422
422024,Kaltjiti (Fregon) (L),422
422025,Karoonda (L),422
422026,Kersbrook (L),422
422027,Leigh Creek (L),422
422028,Lucindale (L),422
422029,Mimili (L),422
422030,Morgan (L),422
422031,Mount Burr (L),422
422032,Mount Torrens (L),422
422033,Mullaquana (L),422
422034,Mundulla (L),422
422035,Myponga (L),422
422036,Nangwarry (L),422
422037,Napperby (L),422
422038,Owen (L),422
422039,Parham (L),422
422040,Penneshaw (L),422
422041,Point Turton (L),422
422042,Port Germein (L),422
422043,Port Neill (L),422
422044,Port Victoria (L),422
422045,Port Vincent (L),422
422046,Saddleworth (L),422
422047,Smoky Bay (L),422
422048,Snowtown (L),422
422049,Southend (L),422
422050,Spalding (L),422
422051,Springton (L),422
422052,Stansbury (L),422
422053,Swan Reach (L),422
422054,Tantanoola (L),422
422055,Tarpeena (L),422
422056,Tintinara (L),422
422057,Truro (L),422
422058,Warooka (L),422
422059,Wilmington (L),422
422060,Wirrabara (L),422
422061,Woomera (L),422
422062,Yahl (L),422
422063,Yalata (L),422
431001,Remainder of State/Territory (SA),431
479997,Migratory - Offshore - Shipping (SA),479
499994,No usual address (SA),499
501001,Perth (WA),501
511001,Bunbury,511
512001,Albany,512
512002,Busselton,512
512003,Geraldton,512
512004,Kalgoorlie - Boulder,512
513001,Broome,513
513002,Esperance,513
513003,Karratha,513
513004,Port Hedland,513
513005,Yanchep,513
514001,Collie,514
514002,Dunsborough,514
514003,Margaret River,514
514004,Northam,514
515001,Augusta,515
515002,Binningup,515
515003,Bridgetown,515
515004,Bullsbrook,515
515005,Capel,515
515006,Carnarvon,515
515007,Cowaramup,515
515008,Dampier,515
515009,Denmark,515
515010,Derby,515
515011,Donnybrook (WA),515
515012,Drummond Cove,515
515013,Exmouth,515
515014,Fitzroy Crossing,515
515015,Harvey,515
515016,Jurien Bay,515
515017,Kalbarri,515
515018,Kambalda West,515
515019,Katanning,515
515020,Kununurra,515
515021,Little Grove,515
515022,Manjimup,515
515023,Merredin,515
515024,Moora,515
515025,Mount Barker (WA),515
515026,Mundijong,515
515027,Narrogin,515
515028,Newman,515
515029,Paraburdoo,515
515030,Pinjarra,515
515031,Port Denison - Dongara,515
515032,Serpentine,515
515033,Tom Price,515
515034,Two Rocks,515
515035,Wagin,515
515036,Waroona,515
515037,Wickham,515
515038,York,515
521001,Allanson (L),521
521002,Bakers Hill (L),521
521003,Beverley (L),521
521004,Bidyadanga (La Grange) (L),521
521005,Boddington - Ranford (L),521
521006,Boyanup (L),521
521007,Boyup Brook (L),521
521008,Brookton (L),521
521009,Bruce Rock (L),521
521010,Brunswick (L),521
521011,Burekup (L),521
521012,Cape Burney (L),521
521013,Chidlow (L),521
521014,Coolgardie (L),521
521015,Corrigin (L),521
521016,Cunderdin (L),521
521017,Dalwallinu (L),521
521018,Dardanup (L),521
521019,Denham (L),521
521020,Gabbadah (L),521
521021,Gingin (L),521
521022,Gnarabup - Prevelly (L),521
521023,Gnowangerup (L),521
521024,Halls Creek (L),521
521025,Hopetoun (L) (WA),521
521026,Jarrahdale (L),521
521027,Kambalda East (L),521
521028,Kellerberrin (L),521
521029,Kojonup (L),521
521030,Lancelin (L),521
521031,Leonora (L),521
521032,Meekatharra (L),521
521033,Mount Magnet (L),521
521034,Muchea (L),521
521035,Nannup (L),521
521036,Norseman (L),521
521037,North Pinjarra (L),521
521038,Northampton (L),521
521039,Ocean Beach (L),521
521040,Onslow (L),521
521041,Pannawonica (L),521
521042,Pemberton (L),521
521043,Peppermint Grove Beach (L),521
521044,Pingelly (L),521
521045,Quairading (L),521
521046,Roebourne (L),521
521047,Southern Cross (L),521
521048,Toodyay (L),521
521049,Warburton (L) (WA),521
521050,Wongan Hills (L),521
521051,Wundowie (L),521
521052,Wyndham (L),521
522001,Balgo (L),522
522002,Balingup (L),522
522003,Bardi (One Arm Point) (L),522
522004,Bayulu (L),522
522005,Beagle Bay (L),522
522006,Bickley (L),522
522007,Bremer Bay (L),522
522008,Broomehill Village (L),522
522009,Bullsbrook - West (L),522
522010,Carmel (L),522
522011,Carnamah (L),522
522012,Cervantes (L),522
522013,Cookernup (L),522
522014,Coolup (L),522
522015,Coral Bay (L),522
522016,Cranbrook (L),522
522017,Cuballing (L),522
522018,Cue (L),522
522019,Darkan (L),522
522020,Djarindjin - Lombadina (L),522
522021,Dowerin (L),522
522022,Dumbleyung (L),522
522023,Dwellingup (L),522
522024,Goode Beach (L),522
522025,Goomalling (L),522
522026,Green Head (L),522
522027,Greenbushes (L),522
522028,Guilderton (L),522
522029,Herne Hill (L),522
522030,Jerramungup (L),522
522031,Jigalong (L),522
522032,Kalumburu (L),522
522033,Kendenup (L),522
522034,Kiwirrkurra (L),522
522035,Kondinin (L),522
522036,Koorda (L),522
522037,Kulin (L),522
522038,Lake Grace (L),522
522039,Laverton (L),522
522040,Ledge Point (L),522
522041,Leeman (L),522
522042,Leinster (L),522
522043,Looma (L),522
522044,Marble Bar (L),522
522045,Mindibungu (L),522
522046,Mingenew (L),522
522047,Morawa (L),522
522048,Mukinbudin (L),522
522049,Mullewa (L),522
522050,Narembeen (L),522
522051,North Dandalup (L),522
522052,Nullagine (L),522
522053,Papulankutja (L),522
522054,Perenjori (L),522
522055,Point Samson (L),522
522056,Ravensthorpe (L),522
522057,Rottnest Island (L),522
522058,Tambellup (L),522
522059,Three Springs (L),522
522060,Tjuntjuntjara (L),522
522061,Walpole (L),522
522062,Wangkatjungka (L),522
522063,Warakurna (L),522
522064,Warmun (L),522
522065,Wickepin (L),522
522066,Williams (L),522
522067,Wiluna (L),522
522068,Wooroloo (L),522
522069,Wyalkatchem (L),522
522070,Yarloop (L),522
522071,Yungngora (L),522
531001,Remainder of State/Territory (WA),531
579997,Migratory - Offshore - Shipping (WA),579
599994,No usual address (WA),599
603001,Hobart,603
611001,Launceston,611
612001,Burnie - Somerset,612
612002,Devonport,612
613001,Ulverstone,613
614001,Dodges Ferry - Lewisham,614
614002,New Norfolk,614
614003,Wynyard,614
615001,Beaconsfield,615
615002,Beauty Point,615
615003,Bridport,615
615004,Cygnet,615
615005,Deloraine,615
615006,Evandale,615
615007,Exeter (Tas.),615
615008,George Town,615
615009,Hadspen,615
615010,Huonville,615
615011,Latrobe,615
615012,Legana,615
615013,Longford,615
615014,Margate,615
615015,Midway Point,615
615016,Penguin,615
615017,Perth (Tas.),615
615018,Port Sorell,615
615019,Primrose Sands,615
615020,Queenstown,615
615021,Scottsdale,615
615022,Sheffield,615
615023,Smithton,615
615024,Snug,615
615025,Sorell,615
615026,St Helens,615
615027,Westbury,615
621001,Bagdad (L),621
621002,Bicheno (L),621
621003,Campania (L),621
621004,Campbell Town (L),621
621005,Carrick (L),621
621006,Clifton Beach (L),621
621007,Cremorne (L),621
621008,Cressy (L),621
621009,Currie (L),621
621010,Dover (L),621
621011,Electrona (L),621
621012,Fern Tree (L),621
621013,Geeveston (L),621
621014,Gravelly Beach (L),621
621015,Grindelwald (L),621
621016,Howden (L),621
621017,Low Head (L),621
621018,Oatlands (L),621
621019,Orford (L),621
621020,Railton (L),621
621021,Ranelagh (L),621
621022,Richmond (L) (Tas.),621
621023,Rosebery (L),621
621024,Scamander (L),621
621025,South Arm (L),621
621026,Stanley (L),621
621027,Stieglitz (L),621
621028,Strahan (L),621
621029,Sulphur Creek (L),621
621030,Swansea (L),621
621031,Triabunna (L),621
621032,Zeehan (L),621
622001,Binalong Bay (L),622
622002,Bothwell (L),622
622003,Bracknell (L),622
622004,Collinsvale (L),622
622005,Dilston (L),622
622006,Dunalley (L),622
622007,Eaglehawk Neck (L),622
622008,Fingal (L),622
622009,Forth (L),622
622010,Franklin (L),622
622011,Gawler (L) (Tas.),622
622012,Heybridge (L),622
622013,Hillwood (L),622
622014,Kempton (L),622
622015,Kettering (L),622
622016,Lilydale (L),622
622017,Mole Creek (L),622
622018,Nubeena (L),622
622019,Opossum Bay (L),622
622020,Ridgley (L),622
622021,Ross (L),622
622022,Sisters Beach (L),622
622023,St Marys (L),622
622024,Swan Point (L),622
622025,Tullah (L),622
622026,Waratah (L),622
622027,White Beach (L),622
631001,Remainder of State/Territory (Tas.),631
679997,Migratory - Offshore - Shipping (Tas.),679
699994,No usual address (Tas.),699
703001,Darwin,703
712001,Alice Springs,712
714001,Katherine,714
715001,Galiwinku,715
715002,Gunbalanya (Oenpelli),715
715003,Maningrida,715
715004,Milingimbi,715
715005,Ngukurr,715
715006,Nhulunbuy,715
715007,Tennant Creek,715
715008,Wadeye,715
715009,Wurrumiyanga (Nguiu),715
721001,Alyangula (L),721
721002,Angurugu (L),721
721003,Borroloola (L),721
721004,Daguragu - Kalkarindji (L),721
721005,Gapuwiyak (L),721
721006,Hermannsburg (L),721
721007,Howard Springs (L),721
721008,Humpty Doo (L),721
721009,Jabiru (L),721
721010,Lajamanu (L),721
721011,Minyerri (L),721
721012,Numbulwar (L),721
721013,Ramingining (L),721
721014,Santa Teresa (Ltyentye Purte) (L),721
721015,Wugular (Beswick) (L),721
721016,Yirrkala (L),721
721017,Yuendumu (L),721
721018,Yulara (L),721
722001,Adelaide River (L),722
722002,Ali Curung (L),722
722003,Alpurrurulam (L),722
722004,Amoonguna (L),722
722005,Ampilatwatja (L),722
722006,Apatula (Finke) (L),722
722007,Areyonga (L),722
722008,Atitjere (L),722
722009,Barunga (L),722
722010,Batchelor (L),722
722011,Binjari (L),722
722012,Bulman - Weemol (L),722
722013,Canteen Creek (L),722
722014,Elliott (L),722
722015,Gunyangara (L),722
722016,Ilparpa (L),722
722017,Jilkminggan (L),722
722018,Kaltukatjara (Docker River) (L),722
722019,Laramba (L),722
722020,Mataranka (L),722
722021,Milikapiti (L),722
722022,Minjilang (L),722
722023,Mutitjulu (L),722
722024,Nauiyu Nambiyu (Daly River) (L),722
722025,Nganmarriyanga (Palumpa) (L),722
722026,Nyirripi (L),722
722027,Papunya (L),722
722028,Pine Creek (L),722
722029,Pirlangimpi (L),722
722030,Robinson River (Mungoorbada) (L),722
722031,Timber Creek (L),722
722032,Titjikala (L),722
722033,Umbakumba (L),722
722034,Wagait Beach - Mandorah (L),722
722035,Walungurru (Kintore) (L),722
722036,Warruwi (L),722
722037,Willowra (L),722
722038,Wutunugurra (L),722
722039,Yarralin (L),722
722040,Yuelamu (L),722
731001,Remainder of State/Territory (NT),731
779997,Migratory - Offshore - Shipping (NT),779
799994,No usual address (NT),799
802001,Canberra - Queanbeyan (Canberra Part),802
822001,Hall (L),822
822002,Uriarra Village (L),822
831001,Remainder of State/Territory (ACT),831
879997,Migratory - Offshore - Shipping (ACT),879
899994,No usual address (ACT),899
915001,Flying Fish Cove,915
921001,Norfolk Island (L),921
922001,Home Island (L),922
922002,Jervis Bay (L),922
922003,West Island (L),922
931001,Remainder of State/Territory (OT),931
979997,Migratory - Offshore - Shipping (OT),979
999994,No usual address (OT),999
ZZZZZZ,Outside Australia,ZZZ
